Text,Label
"বহন করার জন্য বেশ ভালো একটি পাওয়ার ব্যাংক। জরুরি মুহূর্তে ব্যবহারের জন্য খুব উপযোগী। ","positive"
"মোবাইল চার্জ দেয়ার জন্য কিনেছিলাম  ২০০ এম এ এইচ এর পাওয়ার ব্যাংকটা, কিন্তু মোবাইল চার্জ হচ্ছে না। ","negative"
"পাওয়ার ব্যাংক নিয়ে আমার কোনো সমস্যা নেই। সমস্যা হলো স্যামসাং এর পরিবর্তে আমাকে সিম্ফনি দেয়া হয়েছে যা আমি কোনো ভাবেই মেনে নিতে পারছি না। ","negative"
"আমাকে একটি নষ্ট, ব্যবহৃত পাওয়ার ব্যাংক দিয়ে দেয়া হয়েছে। আমি কখনোই এমনটা আশা করি নি। ","negative"
"পাওয়ার ব্যাংকের সাথে ব্যবহার করার মতো কোনো ক্যাবল ডেলিভারির সাথে দেয়া হয় নি। আর ডেলিভারি দিতে এসে আমার সাথে বিরূপ আচরণ করেছে।","negative"
"গতবারের তুলনায় এবার জিম্যাক্স এর পেনড্রাইভের দাম তুমনামূলক বেশি। তবে সাথে একটা আকর্ষণীয় ডেটা উপহার থাকায় ক্যাবল,দাম নিয়ে চিন্তা হচ্ছে না। ","positive"
"পাওয়ার ব্যাংক এর সাথে অন অফ বাটন থাকায় আমার বেশ পছন্দ হয়েছে।","positive"
"পাওয়ার ব্যাংকের মোড়কে লেখা আছে ২০০০ এম এ এইচ কিন্তু অর্ধেকও নেই। ","negative"
"ঠিকমতো মোবাইলটা হাতে পেয়েছি বলে বিক্রেতাকে অনেক ধন্যবাদ","positive"
"হেডফোন সম্পর্কে আলোচনা করতে গেলে বলবো কম বাজেটে ভাল পণ্য। আর ডেলিভারিও সঠিক সময়ে পেয়েছি।","positive"
"আজকের অর্ডার করা পাওয়ার ব্যাংক ভালো হয়নি,নষ্ট জিনিস টা দেয়া হবে এটা আশা করিনি।","negative"
"এতদিন পর আমার অর্ডার করা ১০টা চার্জার ডেলিভারি পেলাম তাও ২টা নষ্ট পড়েছে। এরকম করে কেউ প্রতারণা করে?","negative"
"চার্জারে ইউ এসবি ক্যাবল পাইনি। অযথা এসব সস্তা চার্জার কিনে টাকা নষ্ট করবেন না।  ","negative"
"খুব খারাপ মানের চার্জার, ৫ মিনিট ও চার্জ দেওয়া যায় না আগে জানলে কিনতাম না।","negative"
"ছোট লাইট জ্বালানোর জন্য কিনেছিলাম এই পাওয়ার ব্যাংকটা। আমি সন্তুষ্ট। মাত্র ১ ঘন্টা চার্জে ২ ঘন্টা আলো জ্বলে। ","positive"
"পাওয়ার ব্যাংকটি ছোট, পূর্ণ চার্জ  হয়, আমি চালিয়ে দেখেছি একাধারে ৩ ঘণ্টা ৩০ মিনিট চলে। পন্যটি কিনতে পেরে আমি খুশি।","positive"
"নতুন মডেমের উপর বেশ কয়েকটি দাগ ছিল, আর মোড়কের উপরও ছিড়া দাগ ছিল। ","negative"
"প্যাকিং ভালো ছিল। দ্রুত ডেলিভারি দেয়ার জন্য ধন্যবাদ। দাম অনুসারে মডেমটি ভালো। আমার ভালো লেগেছে।","positive"
"এই পাওয়ার ব্যাংক টি সঠিকভাবে কাজ করে না। ","negative"
"অনেকক্ষণ চার্জ থাকার পরও চার্জ পূর্ণ কিনা সেটা দেখা যায় না।  ","negative"
"সমস্যা হলো পাওয়ার ব্যাংকে বেশিক্ষণ চার্জ থাকে না","negative"
"একদম ভালো চার্জার না। আমার মোবাইলের পোর্ট এ প্রবেশ করানোর পর চার্জ হয় না। ","negative"
"মানসম্পন্ন মেমোরি কার্ড।আমি বিনা দ্বিধায় সবাইকে এই পণ্যটি কিনতে পরামর্শ দিচ্ছি।","positive"
"পাওয়ার ব্যাংক অর্ডার করলাম ৩ টার যার মধ্যে ২ টাই নষ্ট।","negative"
"নষ্ট চার্জার দেখে ফেরত দিলাম কিন্তু এখনো টাকা পাই নি। ","negative"
"বেশ ভালোই সার্ভিস দিচ্ছে নতুন কোন আপওয়ার ব্যাংকগুলো। ","positive"
"হেডফোনের অনেক সমস্যা। ভালো মতো শব্দ শোনা যায় না","negative"
"হেডফোনের সাথে একটা করে ইয়ার পিস বিনামূল্যে পাওয়া যাচ্ছে। বেশ ভালো অফার। ","positive"
"ওয়ালটনের প্রতিটি মাউসের সাথে থাকছে একটি করে ইয়ারফোন বিনামূল্যে।","positive"
"অনেক ভালো একটি হেডফোন কিনলাম, দেখতেও অনেক সুন্দর। ","positive"
"হ্যাডফোনটার ফ্রেম অনেক দুর্বল হওয়ায় ভেঙে গিয়েছে।","negative"
"এই চার্জার দিয়ে মোবাইল খুব দ্রুত চার্জ হয়।","positive"
"মানের বিচারে এই চার্জারের দাম তো অনেক কম।","positive"
"একদম নষ্ট চার্জার,অনেক সময় ধরে চার্জ দিলেও হয় না।","negative"
"অনেকগুলো মোবাইলে দেখলাম, কোনো মোবাইলেই ডেটা ক্যাবল কাজ করছে না ।","negative"
"আমার কিবোর্ড অনেক দিন ব্যবহারের পরেও কোনো সমস্যা দেখা দেয়নি।","positive"
"আমার মোবাইল কেনার পর ১বছরের মধ্যেই অকেজো হয়ে যায়।","negative"
"ওয়ারেন্টি কার্ডে মেয়াদ ২বছর থাকলেও বিক্রেতা আমার মোবাইলের মেরামত করে দেয়নি।","negative"
"এত কম দামে ভালো মানের মেমরি কার্ড পাওয়া সম্ভব নয়।","negative"
"মোড়কে দ্রুত চার্জিং লিখা থাকলেও খুব ধীরে ধীরে চার্জ হয়।","negative"
"অনলাইনে অর্ডার করা মোবাইলগুলো দ্রুত সময়েই ডেলিভারি পেয়েছি। ","positive"
"প্রায় ২বছর হলে গেলো কিবোর্ড ব্যবহার করছি, কোনো সমস্যা হয় নি। এখনো নতুনের মত।","positive"
"হেডফোনগুলো দ্রুতই অকেজো হওয়া শুরু করে দিয়েছে।","negative"
"প্রতিটি চার্জারের উপর ১৫% ভ্যাট থাকায় আমার পক্ষে কেনা সম্ভব হয়নি।","negative"
"স্যামসাং এর নাম করে নকল চাইনিজ মেমরি কার্ড বিক্রি করেছে আমার কাছে।","negative"
"নীল রঙের একটা কেসিং অর্ডার করেছিলাম কিন্তু আমাকে হলুহ রঙেরটা দেয়া হয়েছে। আমি মোটেও সন্তুষ্ট নই।😡","negative"
"দ্রুত চার্জ দেয়ার জন্য বাজারে এলো সাশ্রয়ী মূল্যের কিং সুপার চার্জার। ","positive"
"চার্জারের মোড়কের উপর যেমন ছবি ছিলো, ভেতরে ঠিল উল্টো।  এ কেমন ধোকাবাজী?","negative"
"আমার পছন্দের তালিকায় রয়েছে ওয়াল্টনের পেনড্রাইভ। দামে কম, কাজে ভালো।","positive"
"চার্জারের সাথে দেয়া ডেটাক্যাবল বেশ শক্ত ও মজবুত।","positive"
"ডেটা ক্যাবল আমার মোবাইলে লাগালে খুব দ্রুত চার্জ নেয়।","positive"
"সত্যিই খুব ভালো ক্যাবল। একদম আসল। ","positive"
"ভালো ডেটা ক্যাবল লাগানোর পরেও আমার মোবাইল চার্জের গতি বাড়ে নি।","negative"
"ওজনে হালকা হওয়ায় খুব সহজেই বহন করা যায় পাওয়ার ব্যাংকটা ","positive"
"খুব ভালো চার্জ দেওয়া যায় বলে আমি ৩টি চার্জার কিনেছি।","positive"
"অসাধারণ! আমি মূলত এই কীবোর্ডটা খুজছিলাম","positive"
"আমার দেখা সবচেয়ে খারাপ চার্জার এটা। ","negative"
"মোবাইলের পর্দার উপর অনেক গুলো আঁচড়ের দাগ ছিল কেনার সময় দেখিনি। ","negative"
"টাইপ সি পোর্ট এ ব্যবহার করা যাচ্ছে না এই ডেটা কেবলটি ","negative"
"টাইপ বি তে চলে এমন যেকোনো মোবাইলের সাথে এই চার্জার ব্যবহার করা যাবে সহজেই।  ","positive"
"এই ডেটা ক্যাবল দিয়ে আমার মোবাইল খুব দ্রুত চার্জ হয়ে যায়","positive"
"এই মোবাইলগুলো কমদামি হলেও কেউ কিনবেন না। সবগুলো নকল মোবাইল।","negative"
"চার্জারটি এত ভালো ছিলো যে আরো ৩ টা অর্ডার করলাম","positive"
"যারা বেশি বেশি ভ্রমণে অভ্যস্ত তারা এই পাওয়ার ব্যাংকটি নিতে পারেন। অনেক গুলো ডিভাইস চার্জ দেয়া যাবে।","positive"
"আইফোনের জন্য যেই চার্জার নিয়েছিলাম,সেটা এখন আর কাজ করছে না ","negative"
"বারবার বলে দিলাম যে আমার মোবাইলে কেবল টাইপ সি ব্যবহার করা যায় তবুও আমাকে টাইপ বি ডেটা ক্যাবলই পাঠানো হলো। ","negative"
"ম্যাক্রো ইউএসবি ক্যাবল একবারে কাজ করে না। ","negative"
"আইফোনের জন্য নতুন চার্জার অনেক ভালো কাজ করছে।","positive"
"অনেক আশা নিয়ে আইফোন কিনেছিলাম, ২ মাসের মধ্যে হ্যাং করা শুরু করছে।","negative"
"মোড়কে লিখা ছিল ৫টি ডিভাইস একসাথে চার্জ দেয়া যাবে কিন্তু বাস্তবে একসাথে ২টি ডিভাইস চার্জ দেওয়া যায় না","negative"
"বিক্রেতার কথা ও কাজে পুরোপুরি মিল পাওয়া গিয়েছে। নীল রঙের মাউস অর্ডার করে নীল রঙেরই পেয়েছি। ","positive"
"ফাস্ট চার্জিং লেখা থাকলেও অনেক সময় লাগে পূর্ণ চার্জ হতে। ","negative"
"হেডফোনটি তার লাগিয়ে অথবা ব্লুটুথ  দিয়ে  উভয় ভাবে ব্যবহার করা যায়। কি চমৎকার!","positive"
"কীবোর্ডটি মেকিনিক্যাল আর সাথে আরজিবি থাকায় টাইপিংয়ে চমৎকার অনুভূতি আসে। ","positive"
"আমি সর্বদা একটি ব্যাকলিট কীবোর্ড চেয়েছিলাম এবং শেষ পর্যন্ত ওয়ালটনে পেলাম এরকম অসাধারণ কীবোর্ড। ","positive"
"এই কিবোর্ড এর গঠন অনেক উন্নত মানের প্লাস্টিক দিয়ে করা","positive"
"অনেক সুন্দর মাউস,কোনো সমস্যা পাই নি। আর নির্ধারিত সময়ের মধ্যেই ডেলিভারি পেয়েছি। ","positive"
"কিবোর্ড টাইপিং এর সময় প্রায় হঠাৎ করেই কাজ করা বন্ধ করে দেয়।","negative"
"ভাবতেই পারিনি এই কমদামি কীবোর্ড এতো ভালো কাজ করবে!","positive"
"আমি অনেক ব্যয়বহুল কীবোর্ড ব্যবহার করেছি যার মধ্যে এটাই সেরা","positive"
"কি দারুন দেখতে এই মোবাইলের ব্যাক কভার!","positive"
"হেডফোনের মান অনেক ভালো হওয়ায় আমার বন্ধুর জন্য আরেকটি অর্ডার দিয়েছি। ","positive"
"এটি খুব দুর্দান্ত এবং সত্যই একটি ভাল হেডফোন","positive"
"সবগুলো মোবাইল ২ বছরের ওয়ারেন্টি থাকায় নিশ্চিন্তে কিনতে পারেন। ","positive"
"এই হেডফোন দিয়ে কথা বলার সময় শব্দ শোনা যায় না","negative"
"অসাধারণ চার্জার কিন্তু মূল্য অনেক বেশি। ","positive"
"মোবাইল কেনার প্রথম সপ্তাহে ব্যাটারি নষ্ট হয়ে গিয়েছে।","negative"
"মোবাইলের লাউড স্পিকারে অনেক সুন্দর শব্দ শোনা যায়। ","positive"
"মোবাইলের চার্জ দেয়ার সাথে সাথেই ব্যাটারি থেকে পোড়া গন্ধ আসে। ","negative"
"ডেলিভারি পাওয়ার পর মোড়ক খুলে দেখলাম মোবাইলের পর্দায় ফাটা দাগ। ","negative"
"মোবাইলে কথা রেকর্ড হয়ে জমা থাকে না। সব মুছে যায় কেন বুঝি না। ","negative"
"ল্যাপটপে সিডি প্রবেশ করানোর কোনো ব্যবস্থা নেই এ কেমন কথা!","negative"
"ল্যাপটপের ওজন যাতে খুব হালকা হয় তাই এইচডিএমআই পোর্ট রাখা হয়েছে। ","positive"
"মোবাইলের দেহ অনেক পাতলা হওয়ায় দেখতে বেশ সুন্দর লাগে।","positive"
"মোবাইলের নেটওয়ার্ক ব্যবস্থা এত দুর্বল রাখা হয়েছে যে গ্রাম অঞ্চলে গেলে কথা হবলৈ যায় না। ","negative"
"নতুন পিসিতে সিডি চালানোর জন্য যে জায়গা রয়েছে তাতে সমস্যা রয়েছে। ","negative"
"ল্যাপটপে এলইডি পর্দা ব্যবহার করে বাহ্যিক সৌন্দর্য অনেকাংশে বৃদ্ধি পেয়েছে।","positive"
"শাওমি মোবাইলের ব্যাটারি অনেক বেশি পরিমানে চার্জ সংরক্ষণ করে রাখতে পারে। ","positive"
"এই মোবাইলের পর্দায় ব্যবহার করা হয়েছে উন্নতমানে গরিলা গ্লাস।","positive"
"প্রতিটি মোবাইলের সাথে থাকছে একটি করে ব্যাক কাভার বিনামূল্যে। ","positive"
"মোবাইলের স্টোরেজ এটি কম যে সামান্য কিছু এপপ্স ইন্সটল করার পর হ্যাং করে। ","negative"
"প্রতিটি মোবাইলের উপর অতিরিক্ত ২০ টাকা বেশি ডেলিভারি ব্যয় রাখা হয়েছে কেন?","negative"
"প্রথবার দারাজ থেকে একটি মোবাইল কিনে দেখি টাচ স্ক্রিনে সমস্যা!","negative"
"সস্তা হেডফোন গুলো কিনে কোনো লাভ হয়নি","negative"
"হেডফোন দিয়ে কথা বলার সময় পরিষ্কার শব্দ শোনা যায়। ","positive"
"আমি আমার একটি প্রকল্পে এই ফোনটি ব্যবহার করেছি এবং এটি চমৎকারভাবে কাজ করেছিল। ","positive"
"আমার কাছে অনেক ভালো লাগে যে, চার্জে দেয়ার সাথে সাথেই বিভিন্ন সেন্সর সংকেত দেয় যে চার্জ হচ্ছে কি না। ","positive"
"প্রতিটি মাউস-হেডফোন কম্বোর সাথে পাওয়া যাচ্ছে ১০% মূল্যছাড়!","positive"
"অতিরিক্ত ২টি সেন্সর থাকায় এই মোবাইলে যে কোন জায়গার প্রকৃত ছবি তোলা যায়।","positive"
"প্রসেসর এর দুর্বলতার জন্য মোবাইলে ভালো মানের কোন এপ্স চালানো যায় না।","negative"
"ম্যাগনেটিক পোর্ট ব্যবহৃত হওয়ায় এই চার্জার এখন বাজারে বেশি চলছে।","positive"
"মোবাইলে ছবি তোলার সময় ফ্ল্যাশ করা যায় না।","negative"
"সামনের ক্যামেরার রেজুলেশন এত কম যে ভিডিও করলে কিছুই বোঝা যায় না। ","negative"
"মেমোরি কার্ডের ডেটা স্থানান্তর গতি অত্যন্ত বেশি। ","positive"
"এই নতুন মোবাইলটি অত্যন্ত চমৎকার, কারণ এতে  ব্যবহার করা হয়েছে সর্বাধুনিক ক্যামেরা প্রযুক্তি। ","positive"
"যারা অনলাইনে ক্লাস করবেন বা ইউটিউবিং শুরু করবেন তাদের জন্য খুব ভালো মাইক্রোফোন। ","positive"
"স্যামসাং এর নতুন হেইডফোনগুলোতে অনেক ভালো শব্দ শোনা যায়। ","positive"
"এই মাইক্রোফোন দিয়ে অনেক পরিষ্কার শব্দ স্থানান্তর করা যায়। ","positive"
"যারা ব্লগিং করেন তাদের জন্য এই মাইক্রোফোন ভালো হবে","positive"
"প্রথমবারের মতো আমরাই বাজারে এনেছি ব্লুটুথ মাইক্রোফোন।","positive"
"১৮ টাকায় এত চমৎকার মোবাইল স্ট্যান্ড কল্পনা করা যায় না। ","positive"
"এই অকেজো মাইক্রোফোন কিভাবে ফেরত দিবো আমার পুরা টাকাই ভেস্তে গেলো!","negative"
"মাইক্রোফোনের তার অনেক ছোট হওয়ায় ব্যবহার করতে অসুবিধা হয়। ","negative"
"মোড়কের গায়ে যে ছবি দেয়া, সেটার সাথেও আমার মাইক্রোফোনের কোন মিল নেই। ","negative"
"এই মাক্রফোন দিয়ে রেকর্ড চলাকালীন সারাক্ষণ একটা ঝিরঝির শব্দ হয়। ","negative"
"মাইক্রোফোন টা অনেক ভালো আপনারা চাইলে কিনতে পারেন।","positive"
"মাইক্রোফোনের দাম অনুযায়ী ডেলিভারি চার্জ অনেক বেশি।","negative"
"এ কেমন কথা! চার্জারের প্রায় সমান দাম রেখেছে ডেলিভারি করতে।","negative"
"যারা ক্লিপ মাইক্রোফোন খুঁজছেন তাদের জন্য এটি হবে সবচেয়ে ভালো।","positive"
"মাইক্রোফোন দিয়ে কথা রেকর্ড করার সময় অনেক শব্দ হয়। ","negative"
"প্রতিটি কথা সুন্দর ভাবে রেকর্ড হয় এই মাইক্রোফোন দিয়ে।","positive"
"ল্যাপটপে ব্যবহার করার জন্য কিনেছিলাম মাইক্রোফোন কিন্তু কেবল মোবাইলেই ব্যবহার করা যায়। ","negative"
"মাইক্রোফোন দিয়ে ভিডিও করার সময় কোনো কথা রেকর্ড হয় না। ","negative"
"হেডফোনের পোর্ট লোহার তৈরি হওয়ার কথা থাকলেও প্লাস্টিকের দেয়া হয়েছে","negative"
"অনেক ভালো একটি রেকর্ডার। খুব ভালো সাউন্ড রেকর্ড হয়।","positive"
"এই মাইক্রোফোনটি পরিষ্কার শব্দ রেকর্ড করতে পারে।","positive"
"খুব খারাপ মাইক্রোফোন। ভিডিও করার পর অতিরিক্ত নয়েজ শোনা যায়। ","negative"
"কেনার ২ মাসের মাথায় মাইক্রোফোনটিতে রেকর্ড মান কমতে শুরু কে দিয়েছে। ","negative"
"খুবই সুন্দর,খুবই অসাধারণ এবং উন্নত মানের দেখতে একটি মাউস। ","positive"
"মাউসটি ব্যবহার করে আসল স্কাই এর মাউসের মত সাচ্ছন্দ পাবেন।","positive"
"মাউসের সংবেদনশীলতা এত ভালো ছিল যে কেউ পছন্দ করবে। ","positive"
"এই ওয়্যারলেস মাউস অনেক দূর থেকে ব্যবহার করা যায়।","positive"
"মাউসের ব্লুটুথ দিয়ে আমার মোবাইলে সংযোগ স্থাপন করতে পারি নাই। ","negative"
"মাউসটি অনেক দিন ব্যবহার করেছি। এটি দুর্দান্তভাবে কাজ করে।","positive"
"মাউসটা অসাধারণ ছিলো, আমি যেই রঙের চেয়েছিলাম সেটাই পেয়েছি","positive"
"মাউসের সাথে যে মোড়ক দেওয়া হয়েছে সেটা আগে থেকে ভাঙা ছিল","positive"
"ওয়ালটনের এটা সত্যি ভাল মানের ব্লুটুথ মাউস","positive"
"মাইক্রোফোনের মোড়কের সাথে প্যাকেজিং সুরক্ষা সহ দুর্দান্ত ছিল","positive"
"ভেবেছিলাম মাউসটা ভালো হবে কিন্তু কয়েক দিন ব্যবহার করার পরে এখন আর কাজ করে না","negative"
"কিবোর্ডটি অনেক দিন ব্যবহার করেছি। এটি দুর্দান্তভাবে কাজ করে।","positive"
"এটি বেশ উন্নত মানের ব্লুটুথ মাউস।","positive"
"১৫% ক্যাশব্যাক থাকায় জলদি ল্যাপটপটা কিনা নিলাম। ","positive"
"প্রতিটি মাইক্রোম্যাক্স হেডফোনের সাথে থাকছে আকর্ষণীয় স্ক্রাচ কার্ড","positive"
"দারাজ থেকে কেনা মাউসটা একদম নিম্নমানের","negative"
"মাউসের মোড়কের দিকে তাকালে মনে হয় এটি ব্যবহৃত পণ্য। ","negative"
"মাউস থেকে বেশি সুন্দর লাগছে মাউসের মোড়ক।","positive"
"কেনার ২ মাস না হতেই মাউসের বাটন কাজ করা বন্ধ করে দিয়েছে","negative"
"মাউসটি অনেক সুন্দর এবং অনেক ভালো মানের।","positive"
"এইবার দারাজে যে মোবাইলে অর্ডার করেছিলাম সেটার মোড়ক অনেক উন্নতমানের ছিল। ","positive"
"মোড়ক উন্নতমানের হওয়ায় ব্লুটুথ মাউসের কোন ক্ষতি হয় নি।","positive"
"মোবাইল ডেলিভারি পেতে অনেক দিন লেগেছে। ","negative"
"মাউসে অন-অফ বাটন থাকার কথা থাকলেই এই মাউসে পেলাম না। ","negative"
"আমার নতুন ল্যাপটপ অনেক হালকা হওয়ায় সহজেই বহন করা যায়।","positive"
"ভাবতেই অবাক লাগে এই মোবাইলে ৫০০০ এম এ এইচ ব্যাটারি!","positive"
"ডেলিভারি চার্জ অনেক বেশি থাকায় আমাকে অর্ডার বাতিল করতে হয়েছে।","negative"
"এখন থেকে প্রতিটি এইচপি ল্যাপটপে পাবেন ১৫% মূল্যছাড়। ","positive"
"নতুন বছর উপলক্ষে শাওমির প্রতিটি মোবাইলে পাওয়া যাচ্ছে একটি করে ব্লুটুথ হেডফোন বিনামূল্যে। ","positive"
"মাউসের সাথে এলইডি বাতি সংযুক্ত আছে সেটি নষ্ট ","negative"
"ব্যাপক অফার চলছে ওয়ালটনের যেকোনো ল্যাপটপে!","positive"
"নতুন বছর উপলক্ষে রেডমি মোবাইল ফোন বাসায় ডেলিভারি একদম বিনামূল্যে দেয়া হচ্ছে। ","positive"
"গাজীপুর শোরুমে আপনারা যেকোনো অপ্পো মোবাইল পাবেন ১০% মূল্যছাড়ে। ","positive"
"আগামীকাল থেকে স্যামসাং মোবাইলের উপর ১০% ভ্যাট কার্যকর করা হবে। ","negative"
"মিরপুর শোরুম থেকে আপনারা পাচ্ছেন পুরাতন মোবাইল দিয়ে নতুন মোবাইল পরিবর্তনের সুযোগ।","positive"
"সর্বাধুনিক প্রযুক্তির এই মোবাইলে পাচ্ছেন ৬০০০ এম এ এইচ ব্যাটারি।","positive"
"রাগড মোবাইল হওয়ায় গরম পানিতে দিলেও কিছু হয় না","positive"
"মাত্র ১৫০০০ টাকায় রাগড ফোন আনলো ওয়ালমার্ট! 😲","positive"
"মোবাইলের ওজন অনেক বেশি হওয়ায় বেশিরভাগ ক্রেতাই কিনতে চাচ্ছেন না। ","negative"
"সুখবর! এখন থেকে যেকোনো আইফোনের দাম শোধ করা যাবে ২ বছরের কিস্তির মাধ্যমে। ","positive"
"মাসের সেরা অফার! প্রতিটি রিয়েলমি মোবাইলের সাথে ১০-৪০% মূল্যহ্রাস।","positive"
"এই বছর থেকেই আপনার পছন্দের যেকোনো শাওমি মোবাইলে পাবেন ২ বছরের ওয়ারেন্টি। ","positive"
"নতুন কেনা ইয়ারফোনটি সাদা রংয়ের মাউসে হওয়ায় দ্রুত ময়লা হয়ে যাচ্ছে।","negative"
"ওয়ারলেস মাউসের সাথে ব্যাটারি বিনামূল্যে দেয়ার কষ্ট থাকলেও বিক্রেতা দেয়নি।","negative"
"নতুন অর্ডার করা মাউসের উপর অনেকগুলো কত কাটা দাগ ছিল। ","negative"
"নতুন বছরে অবিশ্বাস্য অফারে ওয়ালটন তাদের ল্যাপটপ বাজারে এনেছে।","positive"
"কেনার পর দেখলাম মাউসের বিভিন্ন স্থানে আঁচড় পড়ে আছে।এরকম আশা করিনি😣 ","negative"
"মাত্র ১৭৫ টাকায় এতো ভালো মাউস হতে পারে আমার জানা ছিলো না, অসাধারণ!!!","positive"
"ডেলিভারি পাওয়ার পর মনে হচ্ছে এটি একটি ব্যবহৃত মাউস।","negative"
"অর্ডার দিলাম নতুন একটি ডেটা ক্যাবল আর আমাকে ছিড়ে যাওয়া ক্যাবল পাঠিয়েছে","negative"
"ওয়ারলেস মাউসটি আমার পিসিতে সাথে সয়ংক্রিয়ভাবে সংযুক্ত হয়ে যায়","positive"
"সস্তা প্লাস্টিকের তৈরি হওয়ায় মাটিতে পড়ে গেলে ভেঙে যাবে।","negative"
"৪০০ টাকার মাউস মাত্র ১২৫ টাকায় দেয়া হচ্ছে!","positive"
"৬ বছর পূর্তি উপলক্ষে দারাজ থেকে যেকোনো মোবাইল কিনলে পাবেন ১০% মূল্যছাড়!","positive"
"মাউসটি বেশ হালকা ও নরম হওয়ায় আমারদায়ক অনুভূত হয়। ","positive"
"এই দামে এর চেয়ে ভালো ওয়্যারলেস মাউস আশা করা যায় না। ","positive"
"দীর্ঘ সময় যারা মাউস ব্যবহার করেন তাদের জন্য এই মাউস ভালো হবে না। ","negative"
"১৩০ টাকায় ওয়্যারলেস মাউস! এতো অবিশ্বাস্য 😲","positive"
"মাউসের বাইরের আবরণ স্টিলের হওয়ায় ভেঙে যাওয়ার সম্ভাবনা নেই।","positive"
"অল্প দামে দারুন ২টি মাউস পেয়ে‌ছি। ভাল ভা‌বে চল‌ছে। ","positive"
"ডেলিভারি চার্জ দেয়ার পরও খুব নিম্নমানের প্যাকেজিং করেছে। ","negative"
"দারাজ থেকে কেনা ওটিজি ক্যাবল মোবাইলে সংযোগ হয় না","negative"
"বিক্রেতা আমার সাথে প্রতারণা করেছে। যে ওটিজি ক্যাবল অর্ডার করেছি সেই প্রডাক্ট টা দেয়নি। 😤","negative"
" নতুন বছরের শুরুতে ডেলিভারি চার্জ ছাড়া দারাজের যেকোনো পেনড্রাইভে কেনা যাবে। ","positive"
"ডেল এর সকল ডেক্সটপের উপর পাচ্ছেন ৩ বছরের ওয়ারেন্টি সার্ভিস। ","positive"
"এই স্পিকারে অনেক দূর পর্যন্ত স্পষ্ট শব্দ শোনা যায়। ","positive"
"একেবারে খারাপ স্পিকার। সবাইকে বলবো না কিনতে। ","positive"
"শখের বসে কিনেছিলাম হেডফোনটি ,কিন্তু কেবল ডেস্কটপে ব্যবহার করা যায়","negative"
"বিক্রেতা বলেছিল যে গোলাপি রঙের হেডফোনটা দিতে পারবে,কিন্তু ডেলিভারি দিলো নীল রঙেরটা। 😤","negative"
"অনেক অনুরোধ করার পরও আমার হেডফোনটি তারা ফেরত নেয়নি।","negative"
"হেডফোনটি কিছু সময় ব্যবহার করলেই কান গরম হয়ে যায়। ","negative"
"ক্যাবল খুব ভালো মানের আর দ্রুত চার্জ হচ্ছে। ","positive"
"লোহার আবরণ দেয়ায় ক্যাবল এর গঠন অনেক মজবুত। ","positive"
"এই চার্জার দিয়ে অনেক দ্রুত চার্জ হয় আর ক্যাবল অনেক মজবুত।","positive"
"দেশি ব্র্যান্ড হিসেবে ওয়াল্টন অনেক ভালো। আর বেশি ভালো এদের পেনড্রাইভ। ","positive"
"বুঝলাম না! মোবাইল ডেলিভারি পেলাম বাক্স পুরো খোলা। ","negative"
"আগে জানতামই না যে ওয়াল্টন এতো ভালো পেনড্রাইভ বানায়।","positive"
"আমার জীবনে জীবনে দেখা সবথেকে অসাধারণ হেডফোন। ","positive"
"আগের থেকে অনেক দ্রুত মোবাইল চার্জ হয়ে যায়, তাই ওয়ালটন চার্জার আমার কাছে সেরা। ","positive"
"মোবাইলের সাথে দেয়া চার্জার থেকেও এটা দিয়ে দ্রুত চার্জ হয়। ","positive"
"কখনও আশা করিনি এত দাম দিয়ে কেনা চার্জার এত ধীরে চার্জ করবে। ","positive"
"ডেটা ক্যাবলটি রাবার দিয়ে মোড়ানো থাকায় টান লাগলে ছিড়ে যাবে না। ","positive"
"বেশ উন্নতমানের ডাটা কেবল। সবাইকে বলবো কিনতে।","positive"
"মোবাইলের পিছনের দিকে মেটালের প্রলেপ দেয়া, তাই অনেক শক্ত ও মজবুত। ","positive"
"একদম বাজে ধরণের চার্জার, ২০০০ এম এ এইচ এর ব্যাটারি চার্জ নিতেও ৩ ঘন্টা লেগে যায়!","negative"
"এটি একটি ওটিজি পেনড্রাইভ তাও মেটাল দিয়ে গড়া!","positive"
"এসব চাইনিজ চার্জার থেকে আমাদের দেশি ওয়ালটনের  চার্জার অনেক ভালো।","positive"
"সত্যি অসাধারণ চার্জার! আমি যা ভেবেছিলাম তার থেকে অনেক ভালো পেয়েছি","positive"
"আমি এই চার্জার কিনে সম্পূর্ণ সন্তুষ্ট। আশাকরি অনেক দিন ব্যবহার করতে পারবো।","positive"
"ফোনের স্ক্রিনে কিছু দাগ পেয়েছি আর প্যাকিং আরও ভালো হতে পারতো ","negative"
"সবকিছু ঠিক আছে। আইইএমআাই দেখে নিলাম  অফিসিয়াল মোবাইল। কোনো সমস্যা হয় নাই ","positive"
"ধন্যবাদ বিক্রেতাকে। একদম অক্ষত মোবাইল পেয়েছি। সার্ভিস পেয়ে অনেক খুশি ","positive"
"মোবাইলের মান খুবই ভাল। প্যাকেজিং খুব ভাল ছিল। এই বর্ষা মৌসুমেও সঠিক সময়ে পণ্য হাতে পেয়েছি। ","positive"
