"Text","Reason","Label","Source of Data","Date"
"নীতি কম - বেশি সব দেশেরই আছে, শুধু বাংলাদেশীদের নাই ।","","negative","FC","29/11/2020"
"এটা ঠিক বলছেন আমারা জাতী হিসেবে মারত্নক লোভী।","","negative","FC","29/11/2020"
"কাপ্তাই লেক এ ঘুরতে গিয়েছিলাম, খাবারের প্রাইস অনেক বেশি তো বটেই তবে যেটা সবচেয়ে খারাপ যেটা ছিল সেটা হল প্রতি বাটি মুশুর ডাল এর দাম রাখল 100 টাকা","","negative","FC","29/11/2020"
"এ দেশে টুরিস্ট প্লেসে ব্যবসায়ীদের প্রচুর লোভ। আর পর্যটন খাতে একটা জঘন্য রকমের দৌরাত্ম রয়েছে যেগুলা সিন্ডিকেট টাইপের৷ একসাথে সব কিছুরই দাম বাড়ায়া রাখে এমন।","","negative","FC","29/11/2020"
"China তে যে কতো নীতি আছে সেইটা জানি ভাই, নিজের ভালো শিক্ষা হয়ে গেছে তাদের নীতি দেখে","","negative","FC","29/11/2020"
"সুশিক্ষার অভাব, দুর্নীতিপরায়নতা ও অল্প সময়ে মানুষকে ঠকিয়ে ধনী হওয়ার প্রবণতাই বর্তমান অবস্থার জন্য দায়ী।","","negative","FC","29/11/2020"
"আমাদের মূলত কোন মানবতা নেয়","","negative","FC","29/11/2020"
"কিছু দিন আগে কক্সবাজার গিয়েছিলাম দেখলাম সব জায়গাতেই কেমন যেন প্রতারাকে ভরপুর ।","","negative","FC","29/11/2020"
"এই রকম চললে লোকজন হিসু করতেও করমজল যাবে না ৷","","negative","FC","29/11/2020"
"সব কিছুর দাম বেশি ।আবার অধিকাংশ জিনিস দুই নাম্বার।","","negative","FC","29/11/2020"
"দেশের টুরিস্ট স্পট গুলোতে হোটেল/মোটেল বা রিসোর্টের নামে যে পরিমান টাকা নেয় তার অর্ধেক টাকায় এর চাইতে ৩ গুন বেশী ভালো জায়গাতে থাকা যায় দেশের বাইরে।","","negative","FC","29/11/2020"
"খাবার দাবারের কথা কি আর বলবো। সাস্রয়ী মূল্যে কোথাও যে সুস্বাদু খাবার খাবো তারও উপায় নাই 😐","","negative","FC","29/11/2020"
"শুধু নিকলি না আমাদের দেশের টুরিস্ট স্পট গুলো তে আমাদের অনেক খরচ করতে হয়। ","","negative","FC","29/11/2020"
"না চিনলে মন মতো ভাড়া আদায় করে থাকে।তার পর হোটেল, রিসোর্ট গুলো তুলনামূলক বেশি নেয়।","","negative","FC","29/11/2020"
"যেই টাকা দেশে ট্যুর দিবো সেই টাকায় ইন্ডিয়া বা নেপাল,ভুটান যাওয়া যায়।","","negative","FC","29/11/2020"
"আমাদের দেশের এমন অবস্থা এখন কক্সবাজার যাওয়ার টাকা দিয়ে ভুটান যাওয়া যাবে।সবকিছুতে ট্যুরিস্টদের ঠকানোর চিন্তা। ","","negative","FC","29/11/2020"
"অামার দেখা সবচেয়ে সুন্দর জায়গা❤️❤️❤️","","positive","FC","29/11/2020"
"আমিয়াখুম, বান্দরবান😍😍😍 আমি এর প্রেমে পড়ে গেছি😍😍😍নিজের চোখে না দেখলে বুঝতামই না যে এত সুন্দর😍😍","","positive","Blogs","29/11/2020"
"৮/৯ ঘন্টা ট্রেকিং এর পর থুইসা পাড়া, যারা এই ঝিরি পথ দিয়ে গেছেন তারাই শুধু বুঝবেন এর কষ্টটা যে এটা কতটা কঠিন।","","negative","Blogs","29/11/2020"
"দেবতার পাহাড় নামা পুরো বান্দরবানের সবচেয়ে কঠিনতম কাজ। আর দেবতার যদি অনিচ্ছা থাকে, তবে এই পাহাড় বেয়ে মানুষ নামতে পারে না। 🙂🙂","","negative","Blogs","29/11/2020"
"এই খুম দেখার পর সব কষ্ট যেনো এক নিমিষেই শেষ হয়ে গেল😍😍😍।","","positive","Blogs","29/11/2020"
"অসাধারণ ❤️❤️❤️ ভয়ঙ্কর সুন্দর ❤️","","positive","Blogs","29/11/2020"
"এইবার যেয়ে দেখলাম জঘন্য,,","","negative","Blogs","29/11/2020"
"আবহাওয়া এখনও গরম- সবকিছু অবিশাস্য দাম---নাম শুনে গেছিলাম শখ ছিলো, প্রত্যাশার ১০% পাইছি।","","negative","Blogs","29/11/2020"
"প্রকৃতিও এখন মানুষকে খুশি করতে পারছে না, কারন প্রকৃতির মাঝে বিষ আমরাই ঢুকিয়ে এসেছি।","","negative","Blogs","29/11/2020"
"দেশের এ খাল দেখে নীল জলারাশি দেখার আক্ষেপ মিটতে পারে। কেউ বা আবার নীল নদ দেখতে উদগ্রীবও হতে পারেন। ভ্রমণ শেষে আপনার মনে হতে পারে, এটা সিলেটের নীল নদ বা বাংলার নীল নদ।","","positive","Blogs","29/11/2020"
"লালাখাল অনেক সুন্দর।","","positive","Blogs","29/11/2020"
"সাইরু হিল রিসোর্ট , অবস্থান ও সৌন্দর্যের কথা চিন্তা করলে বর্তমানে বাংলাদেশের সবচেয়ে সুন্দর রিসোর্ট গুলোর একটি । ","","positive","Blogs","29/11/2020"
" প্রায় ১৮০০ ফুট উঁচু পাহাড় চূড়ায় নান্দনিক ডিজাইন , প্রকৃতির ছায়ায় সাজানো গুছানো পরিবেশ ,  চারপাশের সবুজ পাহাড় সারি , চোখের সামনে মেঘেদের আনাঘোনা , প্যানোরোমিক ভিউ এই সব কিছু আপনার সময়টুকু উপভোগ্য করে তুলবে ।","","positive","Blogs","29/11/2020"
"আমার মেস মেটরা এবার সাকাহাফং,তাজিংডং যেতে পারে নাই সন্ত্রাসীদের কারনে।","","negative","Blogs","29/11/2020"
"পাহাড়ের উপর হোটেল খুবই মনোমুগ্দোকর.","","positive","Blogs","29/11/2020"
"বাংলাদেশের যে রাস্তা আর যে ধূলাবালিতাতে মানুষ গুলা আর মানুষ থাকবে না।বাসের ভিতরেই কালো ভূত হয়ে যাবে!🤣🤣🤣","","negative","Blogs","29/11/2020"
"দুদিন পরে দেখা যাবে মেইনটেনেন্স এর অভাবে বিআরটিসি ডিপোতে পড়ে আছে","","negative","Blogs","29/11/2020"
"বাজার থেকে টাটকা ইলিশ কিনে আনা কিংবা ইলিশের স্বাদে বুদ হওয়ার জন্য ডে লং ট্যুর স্পট হিসেবে বর্তমানে চাঁদপুর অত্যন্ত জনপ্রিয়।","","positive","Blogs","29/11/2020"
"জায়গা একটাই কিন্তু একেকজন একেক নামে চিনে।।তিন নদীর মোহনা জায়গা টা অনেক সুন্দর।অনেক মানুষ বসে আড্ডা দেয়","","positive","Blogs","29/11/2020"
"আসার আগে অবশ্যই বিখ্যাত ওয়ান মিনিট আইসক্রিম চেখে আসতে ভুলবেন না।দাম হিসেবে খেতে তেমন আহামরি না।তবে ঐতিহ্য বলে কথা","","neutral","Blogs","29/11/2020"
"ঢাকার পাশেই এতো সুন্দর জায়গা 😍 জিন্দা পার্ক ","","positive","Blogs","29/11/2020"
"নীল আকাশের সাথে সমুদ্রের নীল জলের মিতালী, সারি সারি নারিকেল গাছ এ দ্বীপের সৌন্দর্য বাড়িয়েছে বহুগুন |","","positive","Blogs","29/11/2020"
"যাদের জন্য মালদ্বীপ,বালি খুব খরচের মনে হয় তাদের জন্য থাইল্যান্ড এর ফুকেট হতে পারে আদর্শ যায়গা।প্রায় অর্ধেক খরচে সমুদ্রের অপুর্ব স্বাদ গ্রহন করা সম্ভব।","","positive","Blogs","29/11/2020"
"১৮ কিলোমিটার দৈর্ঘ্যের সৈকত বিশিষ্ট ""কুয়াকাটা"" বাংলাদেশের অন্যতম নৈসর্গিক সমুদ্র সৈকত।","","positive","Blogs","29/11/2020"
"কুয়াকাটা অবশ্যই কক্সবাজারের মতন খুব জাকজমকপূর্ণ নয়, ভালো ব্যবস্থা বা হোটেল পরিসরে কম","","negative","Blogs","29/11/2020"
"হাজার হাজার মানুষের চিল্লানি ফাল্লানি নাই, তাই কুয়াকাটা হল শান্তিতে সময় কাটানোর একটি ভ্রমণ জায়গা। আবার বাজেট কম থাকলে অবশ্যই কুয়াকাটা বেষ্ট, একদমই কম খরচে ঘুরা হল।","","positive","Blogs","29/11/2020"
"যারা আমার মত জেটিঘাট থেকে টিকিট কাটবেন ভেবে যাবেন তারা বিপদে পড়বেন। জাহাজের তুলনায় যাত্রী সংখ্যা বেশি বলে ঝামেলায় পড়তে হয়।","","negative","Blogs","29/11/2020"
"সেন্টমার্টিনে কুকুরের সংখ্যা এবং অত্যাচার দুটোই মাত্রা অতিরিক্ত বেড়ে গেছে! আমি টানা তিন বছর ধরে সেন্টমার্টিন যাই তবে এবারের মতো কুকুরের যন্ত্রণা এর আগে পোহাতে হয়নি।","","negative","Blogs","29/11/2020"
"সকালে তাদের অত্যাচার আরো বেড়ে যায়। বিশেষ করে মহিলা টুরিস্টদের পেলে ওরা হামলে পড়ে।","","negative","Blogs","29/11/2020"
"আমার চোখের সামনে এক ভদ্রমহিলা ভয়ে অজ্ঞান হয়ে গেছে। যাদের কুকুর ভীতি আছে তারা একটু সাবধানে থাকবেন।","","negative","Blogs","29/11/2020"
"জাহাজের টিকিট কাটার সময় বাটপারদের কবলে পড়তে পারেন। জাহাজের আপডাউন টিকিট এ যাওয়ার সময় ঠিকই আপনাকে সিট নাম্বার দিবে কিন্তু ফেরার পথে S.T লিখে দেবে অর্থাৎ স্ট্যান্ডিং টিকেট।","","negative","Blogs","29/11/2020"
"যাওয়ার পথে আপনি সিটে বসে যেতে পারলেও ফেরার পথে সিট পাবেন'ই এর কোন গ্যারান্টি নাই। ওরা একই সিট একাধিক মানুষের কাছে বিক্রি করে।","","negative","Blogs","29/11/2020"
"যারা পরিবার নিয়ে যাবেন তারা চেষ্টা করবেন পশ্চিম দিকে রিসোর্ট ভাড়া নিতে। পরিবেশ টা ও ভালো ছিলো, মানুষ এর ব্যবহার ও সেরা ছিলো।","","positive","Blogs","29/11/2020"
"এখানেই তো কুখ্যাত কান্দাহার কারাগার। সেখান থেকে নিয়ে যায় গুয়ান্তোনামো তে💔","","negative","Blogs","29/11/2020"
"দেবতাখুম যেন এক স্বর্গরাজ্য","","positive","Blogs","29/11/2020"
"এইটা কিন্তু এখন নষ্ট হয়ে গেছে","","negative","Blogs","29/11/2020"
"এক সময়ে ছিলো🙂, এখন ভেঙেছুড়ে অবস্থা শেষ","","negative","Blogs","29/11/2020"
"আমরা এমনি বর্বর 😢🥶🤬","","negative","Blogs","29/11/2020"
"‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎ঠিক এমনি সাজেক অঞ্চলেও যেখানে সেখানে ময়লা আবর্জনা ফেলে দেয়","","negative","Blogs","29/11/2020"
"আমিতো মনে করলাম ডাস্টবিনের পাহাড়।","","negative","Blogs","29/11/2020"
"মানুষের ক্যান্সার হয়,,পৃথিবীর মানুষ হয়","","negative","Blogs","29/11/2020"
"পাবলিকের ডিএনএ গত সমস্যা এইগুলা।","","negative","Blogs","29/11/2020"
"বাঙালি আর ভালো হইলো না😥😥😥","","negative","Blogs","29/11/2020"
"অশিক্ষিতরা ট্রাভেলার আর ট্রেকার হলে যা হয় আর কি! 😒","","negative","Blogs","29/11/2020"
"আমরা বাঙ্গালির জাত কোনদিন ভালা হমুনা ! না জানি সৌন্দর্যের সম্মান করতে ! না পারি টেক কেয়ার করতে !","","negative","Blogs","29/11/2020"
"বিষয়টা খুবই দুঃখজনক।সবাই সুন্দর সুন্দর জায়গায় বেড়াতে যায় আর নিজের বেখেয়ালে সেই সুন্দর জায়গাটাকে নোংরা করে।","","negative","Blogs","29/11/2020"
"সকাল ১০/১১ টার দিকে অথবা বিকেলের কোন এক সময়ে পারলে জেটির পাশে এসে বসে থাকবেন, পানির রঙ দেখে মন ভরে যাবে!","","positive","Blogs","29/11/2020"
"আপনাদের এলাকার নদীর মোহনা গুলো অনেক সুন্দর। সুযোগ হলে দেখতে যাবো","","positive","Blogs","29/11/2020"
"মাউন্ট K-2 পাকিস্তান,চোখ ধাধানো সৌন্দর্য এবং ভয়ংকর মৃত্যুপথ যে পর্বত।","","positive","Blogs","29/11/2020"
"সোনাদিয়া দ্বীপ, কক্সবাজার😍 নাইট ক্যাম্পেইন এর জন্যে বেস্ট😍😍","","positive","Blogs","29/11/2020"
" নিরিবিলি কিছুটা সময় কাটানোর জন্য অনেক ভালো একটা জায়গা😍😍","","positive","Blogs","29/11/2020"
"ঝিনাইদহের শৈলকূপায় রয়েছে বিখ্যাত এক গাছ বাড়ি। এ যেন প্রকৃতির সাথে এক অন্যরকম ভালোবাসা।","","positive","Blogs","29/11/2020"
"ঝিনাইদহ বলে কথা দেখতে চাইলে এরই মধ্যে হাজার সৌন্দর্য খুজে দেখা যায়।🥰🥰🥰","","positive","Blogs","29/11/2020"
"ঘুড়ে আসলাম নেদারল্যান্ডস এর সুন্দর একটি গ্রাম থেকে, যাতে রয়েছে হাজার বছর পুরাতন উইন্ডমিলস। এত সুন্দর আর গুছানো ছিলো পুরু গ্রামটি যা ভাষাই প্রকাশ করার মত না ।","","positive","Blogs","29/11/2020"
"চিংড়ী ঝর্ণা আর দার্জিলিং পাড়ায় কিছুটা সময় কাটানো আর পাহাড়িদের হাতে বানানো লেবুর শরবত আর পাহাড়ি কমলা খেয়ে প্রান ও জুড়িয়েছিল। সব মিলিয়ে কেওক্রাডং জয়ের অভিজ্ঞতাটা খুবই দারুন ছিল।","","positive","Blogs","29/11/2020"
"প্রকৃতির অদ্ভুত রোমাঞ্চকর এক জায়গা!","","positive","Blogs","29/11/2020"
"যদিও যাতায়াত পথ ও ট্রেকিং একটু বেশি কিন্তু কেওক্রাডং এর চূড়ায় উঠার পর সব ক্লান্তি হার মেনে যায়।","","neutral","Blogs","29/11/2020"
"ট্রেক করার সময় পাহাড়ি লেবুর শরবত,পাহাড়ি কমলা,ক্যালসিয়াম টি,পাহাড়ি কলা এই ঠান্ডার মধ্যে পাহাড়ের সৌন্দর্য আর একটু বাড়িয়ে দেয়।","","positive","Blogs","29/11/2020"
"2005 সালের রুইলুই পাড়ার ভোর!অভিযানটি ছিল দুর্দান্ত","","positive","Blogs","29/11/2020"
"সাজেক আর আগের সাজেক নাই গত সপ্তাহে ঘুরে আসছে ভাই","","negative","Blogs","29/11/2020"
"নাইক্ষ্যংমুখ, বান্দরবান😍😍😍অসম্ভব সুন্দর ছিল পানির রং। ঠিক এই ছবির মতোই 😍😍","","positive","Blogs","29/11/2020"
"নিঝুম দ্বীপে যাওয়ার রাস্তা টা বেশ কঠিন।","","negative","FP","1/12/2020"
"মেঘনার ডেউয়ের বাড়ি খেতে খেতে পৌঁছে গেলাম নলাচিরা ঘাট। সেখানে দুপুরের খাবার খেলাম। খাবারের মান বেশ খারাপ।","","negative","FP","1/12/2020"
"নিঝুম দ্বীপে চুরি-ডাকাতি এসবের দিক থেকে অনেকটা নিরাপদ।","","positive","FP","1/12/2020"
"এ ছোটখাট খালের মতো জায়গায় কোনো গাছ না থাকাই বেশ দূর থেকে হরিণের লাফ দেখলাম অল্প সময়ের জন্য। সে অল্প সময় টাই ট্যুরের সবচেয়ে আনন্দময় সময়।","","positive","FP","1/12/2020"
"খান থেকে দক্ষিণ দিকে ১৫ মিনিট হাটলে উপরের বাজার সীবীচ। একগুচ্ছ খেজুর গাছ সৈকতটিকে আলাদা সৌন্দর্য দিয়েছে।","","positive","FP","1/12/2020"
"ঢেউয়ের মৃদু গর্জন, জলে জোৎস্নার প্রতিফলন, মাঝরাতে তাবু ঘেষে বুনো মহিষের পালের দৌড়ে যাওয়ার রোমাঞ্চকর অনুভূতি কোনোটাই ভুলার নয়।","","positive","FP","1/12/2020"
"এখানকার টেস্ট অসাধারন।আমিও জীবনে অনেক জায়গায় অনেক ফ্রাই খেয়েছি কিন্তু ওদের মত সুস্বাদু ভুনা কোথাও পাইনি।","","positive","FP","1/12/2020"
"আসলে নিঝুম দ্বীপের খাওয়া দাওয়া খুব একটা আহামরি বেস্ট লাগে নি।এভারেজ ই ছিল।🤗","","neutral","FP","1/12/2020"
"ভাত তরকারি একদমত বিস্বাদ ছিল এটায় আমিও একমত","","negative","FP","1/12/2020"
"পাকিস্তান এসে কাশ্মির দেখে যাবনা এটা কি সম্ভব? পৃথিবীর ভূস্বর্গ বলে কথা!","","positive","FP","1/12/2020"
"আগেরদিন স্নো ফল হওয়াতে টুরিস্ট অনেক বেশি ছিল, সেই সাথে বরফ ও। জীবনে প্রথম বরফ দেখলাম, সেই অল্প বরফ দেখেই আমার সে কি আনন্দ!","","positive","FP","1/12/2020"
"মনে হচ্ছে এই বুঝি গাড়ি বরফে স্লিপ করবে আর আমরা পাহাড় থেকে পরে যাবো। এখানে পরে গেলে আমাদের লাশ ও কেউ খুজে পাবেনা।","","negative","FP","1/12/2020"
"রাস্তা দিয়ে যেতে যেতে মনে হবে পৃথিবীর স্বর্গ নামটার সার্থকতা। এত উঁচু উঁচু পাহাড় আর এত তার বৈচিত্র্য।","","positive","FP","1/12/2020"
"আমরা দুই জন বরফে গড়াগড়ি খেলাম। কেব্‌ল কারে করে পাহাড়ের উপর দিয়ে বরফের সৌন্দর্য উপভোগ করলাম। সবুজের মাঝে এত এত সাদা দেখে অসম্ভব ভাললাগায় মনটা ভরে যাচ্ছিলো।","","positive","FP","1/12/2020"
"আমাদের রুমের কার্নিশ, বারান্দা সব সাদা। কি এক ভাললাগা কাজ করছিল তা লিখে প্রকাশ করা সম্ভব না।","","positive","FP","1/12/2020"
"সাজেকের রাস্তার তিক্ত অভিজ্ঞতা","","negative","FP","1/12/2020"
"হাটহাজারীর পর থেকে রাস্তার কাজ আর ছোট খাটো সব ব্রীজের আগে পরে অসম্ভব ভাংগা।","","negative","FP","1/12/2020"
"মানিকছড়ির পর থেকে মাঠিরাংগা খাগড়াছড়ি পর্যন্ত একদম পিচঢালা রাস্তা ঝকঝকে সেই মজা রাইড করে আর কর্নারিং করে।","","positive","FP","1/12/2020"
"দিঘীনালার পর থেকে বাঘায়হাট বাজার আর সাজেকের রাস্তা ৫০ মিটারের জন্যেও ভালো নেই,,,এমন যে বেহাল অবস্থা যা ভাষায় প্রকাশ করা যাবে না। ","","negative","FP","1/12/2020"
"প্রত্যেকটা টার্নিং এ ভাংগা,উঁচুনিচু সব রাস্তায় ভাংগা,এত যে ভাংগা প্রত্যেক বাইকের অবস্থা কেরোসিন। নাট বল্টু সবিই ঢিলা হয়ে গিয়েছে।","","negative","FP","1/12/2020"
"এই জার্নিটা পুরা ট্যুরের মধ্যে সবচেয়ে বিরক্তিকর জার্নি ছিল,শীতকাল হওয়াতে ধুলাবালি অনেক বেশিই ছিল পুরা রাস্তায়।","","negative","FP","1/12/2020"
"যাওয়া রাস্তাটা ভয়ংকর রকমের সুন্দর ছিল।এত সুন্দর আর ভয়ংকর রাস্তা আমার জীবনে প্রথম দেখেছি।","","positive","FP","1/12/2020"
"মৃদু শীতে পাহাড়ের পাদদেশে ক্যাম্প ফায়ারের ধোয়া আর গান বাজনা জীবনে মনে রাখার মত সেরা একটা রাত ছিলো।","","positive","FP","1/12/2020"
"এরপরের রোডটা পুরাটা খাড়া, অনেক বেশি কষ্ট হয়েছিলো উঠতে।কষ্ট শেষে যখন উঠলাম আশেপাশের ভিউ দেখে পুরা অবাক।এত জোস কেমনে হয়।","","neutral","FP","1/12/2020"
"মানুষ বেশি হওয়ার কারনে বগালেকের মত মজা পেলাম না কেওক্রাডং এর মধ্যে।রাতে অবশ্যই নাপা খাবেন,নাহলে পরেরদিন হাটতেও পারবেন না।","","negative","FP","1/12/2020"
"নদীর কিনারে দাঁড়িয়ে পড়লাম এক সময়। প্রাণভরে উপভোগ করতে লাগলাম পাহাড়ি মাতামুহুরীর রূপ। জল স্বচ্ছ, নৌকা ভাসছে দুই-চারটা, তবে সবচেয়ে বেশি চোখে পড়ছে বাঁশের ভেলা।","","positive","FP","1/12/2020"
"চিকন সরু পথ ধরে হাঁটছিলাম। ওখান থেকে দুই পাশের পাহাড়কে সাক্ষী রেখে এঁকে-বেঁকে বয়ে যাওয়া মাতামুহুরীর রূপে মজেছিলাম আরো বেশি করে।","","positive","FP","1/12/2020"
"উটকট গন্ধ ছড়াচ্ছে। আর এতেই শাপ-শাপন্ত শুরু করলাম আমি আর ওয়াফিকা। এই জায়গা থেকে পালিয়ে বাঁচলাম।","","negative","FP","1/12/2020"
"পৌঁছার ঠিক আগে একটা খাড়া চড়াই ছিল। হেঁটে ওটা পেরিয়ে ভেতরে ঢুকেই ধাক্কা খেলাম।","","negative","FP","1/12/2020"
"ভাঙা একটা সিঁড়ি ধরে উঁচু একটা ভিউ পয়েন্টের মতো জায়গা থেকে চারপাশের পাহাড়গুলোকে ভারি সুন্দর দেখাল। এই প্রথম মনে হলো এতো কষ্ট করে মিরিঞ্জা পাহাড়ে আসা বোধহয় বৃথা যায়নি। ","","positive","FP","1/12/2020"
"তবে ওই যে অবহেলা-অযত্ন, ভেঙে গেছে টাইটানিকের সীমানা প্রাচীর। কেও ওখান থেকে দেখতে গিয়ে টুপ করে নিচে পড়ে যাওয়া অসম্ভব নয়!","","negative","FP","1/12/2020"
"কী দ্রুত গতিতে নষ্ট হচ্ছে পরিবেশ! এভাবেই কী চলবে!","","negative","FP","1/12/2020"
"গত বছর ফিরে আসার সময়ই লামায় বুনো হাতির পালের দুর্দশার কথা শুনে মন কেঁদেছিল। এখন তো লামা-চকোরিয়া-কক্সবাজার হাতিদের মৃত্যু ফাঁদ! ভাবলেই বুক চিরে একটা দীর্ঘশ্বাস বেরিয়ে আসে।","","negative","FP","1/12/2020"
"ওখান থেকে গিয়েছিলাম আলীকদমের আলির গুহায়। বেশ একটা অ্যাডভেঞ্চার হয় তখন।","","positive","FP","1/12/2020"
"মনে হচ্ছিল পাহাড় নিজের ছায়াতলে খুব সযত্নে আলতো করে সূর্যটাকে লুকিয়ে রেখে দিচ্ছে। বিকেলের স্নিগ্ধ আলো আর সন্ধ্যার রক্তিম আকাশের মিষ্টি একটা পরিবেশ পাহাড়ের চূড়ায় থাকা সবাইকে গভীরভাবে আলিঙ্গন করে নিচ্ছে।","","positive","FP","1/12/2020"
"তুলার চেয়েও নরম মেঘগুলোর রূপ এতটাই সুন্দরভাবে ফুঁটে উঠছিল, আমরা ক্রমেই অভিভূত হচ্ছিলাম।","","positive","FP","1/12/2020"
"রাতের আকাশে সুবিন্যস্ত তারকারাজির অমায়িক একটা দৃশ্য আমাদের ভুলিয়ে দিতে থাকলো দিনের বেলার সকল পরিশ্রম, ভয়াবহতা, ক্লান্তি–গ্লানিকে।","","positive","FP","1/12/2020"
"আমার চোখে আমার স্বপ্নের নৈসর্গিক বান্দরবান ❤ ❤ ❤","","positive","FP","1/12/2020"
"এমন ঐতিহাসিক এক স্থাপনা হওয়া সত্বেও আমার মূলত বিহারের প্রতি আকর্ষণ ছিলো কম।","","negative","FP","1/12/2020"
"এখন অবশ্য ও জায়গাতে ঘাটের মত একটা অবয়ব ছাড়া অন্য কিছু অবশিষ্ট নেই। নদীটাও হারিয়ে গেছে বহু আগে। একসময়ের প্রাণচঞ্চল, জাকজমকপূর্ণ বিহারের ধ্বংসাবশেষের মতই শুধু জেগে আছে এক মৃত নদীর ঘাট আর রাজকুমারীর গল্প","","negative","FP","1/12/2020"
"মেঘলা আবহাওয়া, দ্রুত নেমে আসা অন্ধকার, আর মুমূর্ষু বিকেলের নীলচে সাদা আলোয় কি রহস্যময় লাগছিলো আমার কাছে পুরো ব্যাপারটা ! এই তাহলে সেই রহস্যময় নদীর পাড়- যে পাড়কে কেন্দ্র করে গল্প ছড়িয়েছিলো একদিন।","","positive","FP","1/12/2020"
"স্লোপগুলো কতটা ভয়ঙ্কর ছিল লিখে আসলে বুঝানো সম্ভব না। একদিকে খাড়া তার মধ্যে আগের কয়েকরাত অনেক স্নোফল হবার জন্য সফ্ট স্নো জমা হয়ে আরো ভয়ঙ্কর করে দিয়েছে ব্যাপারটা।","","positive","FP","1/12/2020"
"আজকে সেন্ট মার্টিন এর চাদের প্রেম পড়ে গেলাম","","positive","FP","1/12/2020"
"আজকের চাঁদের জোৎসনা সত্যিই সুন্দর ছিল❤","","positive","FP","1/12/2020"
"দুনিয়ার বুকে এক টুকরো শান্তির ঠিকানা","","positive","FP","1/12/2020"
"দিনে ঝকঝকে পরিষ্কার আকাশ, রাতে ভরা জ্যোৎস্না সেই সাথে ঠান্ডা গরমের একটা দারুন কম্বিনেশন এর ওয়েদার সত্যিই মন ভরে উপভোগ করার মতই।ছবি দিয়ে এর সৌন্দর্যকে আসলেই বর্ণনা করা যায় না।","","positive","FP","1/12/2020"
"প্রকৃতি কতটা সুন্দর সেন্ট-মার্টিন না গেলে বুঝতে পারতাম না।😍অসম্ভব এক অনুভূতি।🙂","","positive","FP","1/12/2020"
"সংস্কৃতি ও বিলাসিতার নিখুঁত সংমিশ্রণ চাইলে হাঙ্গেরির রাজধানী বুদাপেস্ট নবদম্পতিদের জন্য সবচেয়ে জুতসই জায়গা। এই জায়গাকে ভালোবেসে ডাকা হয় ‘মধ্য ইউরোপের ক্ষুদে প্যারিস’।","","positive","FP","1/12/2020"
"জাদুময় স্পট, বিশ্বমানের রেস্তোরাঁ ও কেনাকাটার জায়গার অভাব নেই বুদাপেস্টে। শহরটির রয়েছে হাজার বছরের প্রাচুর্যময় ইতিহাস।","","positive","FP","1/12/2020"
"একটু নিরিবিলি সময় কাটাতে চাইলে বুদা পর্বতমালা বেছে নেওয়া যায়। মোটরসাইকেল ভাড়া করে চলতে চলতে মনোরম প্রকৃতি উপভোগ করার সুযোগ আছে।","","positive","FP","1/12/2020"
"শত শত দ্বীপপুঞ্জে ভরপুর ফিলিপাইন। প্রতিটিতেই উপভোগ করার মতো অনেক কিছু আছে। নবদম্পতি স্থানীয়দের সঙ্গে রাতের সৌন্দর্য উপভোগ করতে পারেন।","","positive","FP","1/12/2020"
"মধুচন্দ্রিমা উদযাপনকারীদের সিয়েম রিপে থাকার অনেক মানসম্মত জায়গা আছে। দেশটির চোখধাঁধানো দৃশ্য ইনস্টাগ্রামে পোস্ট করার মতো দারুণ ছবি তুলতে সহায়ক।","","positive","FP","1/12/2020"
"ছুটি কাটানোর জন্য যোগব্যায়ামসহ প্রায় সবকিছু রয়েছে সেখানে। এজন্যই বিদেশিরা বালিতে নিয়মিত বসতি স্থাপন করেন! সেখানকার মনোরম সৈকত, সুন্দর মন্দির ও চোখধাঁধানো রিসোর্ট হানিমুনকে স্মরণীয় করে দেবে।","","positive","FP","1/12/2020"
"চবির ভেতরে একটা দুর্গম গিরীপথ আছে,,তবে নিরাপত্তার কারণে কেউ যায়না।।।।","","negative","FP","2/12/2020"
"আমার সবচেয়ে ভালোবাসার জায়গা...."" চট্টগ্রাম বিশ্ববিদ্যালয়"" ❤️","","positive","FP","2/12/2020"
"পাহাড় আর পর্বতের ভিড়ে এটা দেখে চোখ জুড়িয়ে গেলো","","positive","FP","2/12/2020"
"অসাধারণ সুন্দর একটি কলেজ ক্যাম্পাস!","","positive","FP","2/12/2020"
"সাজেকে এখন প্রায়ই নানা দুর্ঘটনা ঘটছে","","negative","FC","2/12/2020"
"দুই বছর পর সাজেককে পাহাড়ি বস্তি ছাড়া কিছু মনে হবে না!","","negative","FC","2/12/2020"
